Frequency [Hz] - Plot 0,nm^2/Hz - Plot 0,temp [K],averages
30281,2.58E-05,,
30281.5,1.87E-05,,
30282,2.47E-05,,
30282.5,2.75E-05,,
30283,2.23E-05,,
30283.5,2.02E-05,,
30284,2.16E-05,,
30284.5,2.73E-05,,
30285,2.85E-05,,
30285.5,3.29E-05,,
30286,1.59E-05,,
30286.5,1.27E-05,,
30287,1.48E-05,,
30287.5,2.14E-05,,
30288,1.83E-05,,
30288.5,1.40E-05,,
30289,1.24E-05,,
30289.5,2.07E-05,,
30290,2.20E-05,,
30290.5,1.48E-05,,
30291,1.08E-05,,
30291.5,1.25E-05,,
30292,1.57E-05,,
30292.5,2.00E-05,,
30293,2.41E-05,,
30293.5,2.20E-05,,
30294,2.69E-05,,
30294.5,1.91E-05,,
30295,1.50E-05,,
30295.5,2.23E-05,,
30296,2.59E-05,,
30296.5,2.60E-05,,
30297,2.21E-05,,
30297.5,1.32E-05,,
30298,1.86E-05,,
30298.5,2.17E-05,,
30299,1.44E-05,,
30299.5,2.11E-05,,
30300,1.58E-05,,
30300.5,1.50E-05,,
30301,2.77E-05,,
30301.5,2.97E-05,,
30302,2.91E-05,,
30302.5,2.29E-05,,
30303,1.55E-05,,
30303.5,1.76E-05,,
30304,2.25E-05,,
30304.5,1.94E-05,,
30305,1.28E-05,,
30305.5,2.12E-05,,
30306,3.67E-05,,
30306.5,3.52E-05,,
30307,3.06E-05,,
30307.5,3.02E-05,,
30308,2.28E-05,,
30308.5,1.71E-05,,
30309,2.51E-05,,
30309.5,2.19E-05,,
30310,1.70E-05,,
30310.5,2.38E-05,,
30311,2.45E-05,,
30311.5,1.95E-05,,
30312,2.46E-05,,
30312.5,2.63E-05,,
30313,1.89E-05,,
30313.5,2.16E-05,,
30314,2.42E-05,,
30314.5,2.06E-05,,
30315,1.80E-05,,
30315.5,2.14E-05,,
30316,2.49E-05,,
30316.5,2.07E-05,,
30317,2.51E-05,,
30317.5,3.33E-05,,
30318,2.62E-05,,
30318.5,2.20E-05,,
30319,2.20E-05,,
30319.5,1.68E-05,,
30320,1.10E-05,,
30320.5,1.98E-05,,
30321,2.89E-05,,
30321.5,3.81E-05,,
30322,2.90E-05,,
30322.5,2.35E-05,,
30323,1.85E-05,,
30323.5,1.40E-05,,
30324,1.67E-05,,
30324.5,3.12E-05,,
30325,2.10E-05,,
30325.5,1.94E-05,,
30326,1.75E-05,,
30326.5,2.17E-05,,
30327,2.82E-05,,
30327.5,3.85E-05,,
30328,2.35E-05,,
30328.5,1.58E-05,,
30329,1.98E-05,,
30329.5,1.65E-05,,
30330,2.23E-05,,
30330.5,2.35E-05,,
30331,2.23E-05,,
30331.5,2.14E-05,,
30332,1.41E-05,,
30332.5,2.26E-05,,
30333,1.77E-05,,
30333.5,1.93E-05,,
30334,2.20E-05,,
30334.5,3.28E-05,,
30335,2.67E-05,,
30335.5,2.28E-05,,
30336,2.81E-05,,
30336.5,2.84E-05,,
30337,1.91E-05,,
30337.5,1.68E-05,,
30338,2.82E-05,,
30338.5,2.61E-05,,
30339,1.83E-05,,
30339.5,1.41E-05,,
30340,1.69E-05,,
30340.5,2.15E-05,,
30341,2.44E-05,,
30341.5,2.60E-05,,
30342,2.47E-05,,
30342.5,1.48E-05,,
30343,1.26E-05,,
30343.5,2.10E-05,,
30344,2.65E-05,,
30344.5,2.52E-05,,
30345,2.05E-05,,
30345.5,1.82E-05,,
30346,2.37E-05,,
30346.5,2.61E-05,,
30347,2.06E-05,,
30347.5,1.25E-05,,
30348,2.30E-05,,
30348.5,1.96E-05,,
30349,1.24E-05,,
30349.5,1.82E-05,,
30350,1.43E-05,,
30350.5,1.45E-05,,
30351,1.42E-05,,
30351.5,2.59E-05,,
30352,2.82E-05,,
30352.5,1.88E-05,,
30353,1.50E-05,,
30353.5,1.27E-05,,
30354,8.52E-06,,
30354.5,2.13E-05,,
30355,1.87E-05,,
30355.5,2.13E-05,,
30356,2.16E-05,,
30356.5,1.81E-05,,
30357,1.74E-05,,
30357.5,1.60E-05,,
30358,2.34E-05,,
30358.5,2.53E-05,,
30359,2.06E-05,,
30359.5,2.46E-05,,
30360,1.48E-05,,
30360.5,1.59E-05,,
30361,2.38E-05,,
30361.5,2.26E-05,,
30362,3.14E-05,,
30362.5,3.27E-05,,
30363,2.12E-05,,
30363.5,3.12E-05,,
30364,4.27E-05,,
30364.5,4.85E-05,,
30365,2.84E-05,,
30365.5,2.17E-05,,
30366,3.07E-05,,
30366.5,2.90E-05,,
30367,1.93E-05,,
30367.5,1.82E-05,,
30368,2.38E-05,,
30368.5,2.48E-05,,
30369,2.74E-05,,
30369.5,1.43E-05,,
30370,2.19E-05,,
30370.5,2.04E-05,,
30371,2.67E-05,,
30371.5,2.32E-05,,
30372,2.08E-05,,
30372.5,2.53E-05,,
30373,1.36E-05,,
30373.5,1.79E-05,,
30374,1.70E-05,,
30374.5,1.43E-05,,
30375,2.42E-05,,
30375.5,3.21E-05,,
30376,2.38E-05,,
30376.5,2.22E-05,,
30377,2.07E-05,,
30377.5,2.84E-05,,
30378,2.90E-05,,
30378.5,1.90E-05,,
30379,1.73E-05,,
30379.5,1.93E-05,,
30380,2.98E-05,,
30380.5,2.11E-05,,
30381,2.03E-05,,
30381.5,2.55E-05,,
30382,3.38E-05,,
30382.5,3.29E-05,,
30383,3.48E-05,,
30383.5,2.60E-05,,
30384,1.31E-05,,
30384.5,2.01E-05,,
30385,1.98E-05,,
30385.5,1.61E-05,,
30386,2.37E-05,,
30386.5,2.87E-05,,
30387,2.27E-05,,
30387.5,1.92E-05,,
30388,2.28E-05,,
30388.5,2.69E-05,,
30389,2.02E-05,,
30389.5,2.11E-05,,
30390,3.24E-05,,
30390.5,2.78E-05,,
30391,2.56E-05,,
30391.5,2.13E-05,,
30392,2.27E-05,,
30392.5,2.26E-05,,
30393,2.10E-05,,
30393.5,2.73E-05,,
30394,1.50E-05,,
30394.5,2.01E-05,,
30395,3.53E-05,,
30395.5,3.67E-05,,
30396,2.91E-05,,
30396.5,2.66E-05,,
30397,1.89E-05,,
30397.5,2.16E-05,,
30398,2.22E-05,,
30398.5,3.29E-05,,
30399,2.64E-05,,
30399.5,1.65E-05,,
30400,2.17E-05,,
30400.5,1.89E-05,,
30401,1.31E-05,,
30401.5,1.58E-05,,
30402,2.58E-05,,
30402.5,2.23E-05,,
30403,1.97E-05,,
30403.5,2.63E-05,,
30404,2.31E-05,,
30404.5,2.07E-05,,
30405,2.19E-05,,
30405.5,2.09E-05,,
30406,2.07E-05,,
30406.5,2.84E-05,,
30407,3.14E-05,,
30407.5,1.58E-05,,
30408,1.75E-05,,
30408.5,2.47E-05,,
30409,2.14E-05,,
30409.5,1.88E-05,,
30410,2.51E-05,,
30410.5,2.36E-05,,
30411,2.38E-05,,
30411.5,2.54E-05,,
30412,2.22E-05,,
30412.5,1.61E-05,,
30413,2.34E-05,,
30413.5,2.72E-05,,
30414,1.02E-05,,
30414.5,2.65E-05,,
30415,2.96E-05,,
30415.5,2.68E-05,,
30416,3.23E-05,,
30416.5,2.30E-05,,
30417,2.31E-05,,
30417.5,1.70E-05,,
30418,2.12E-05,,
30418.5,2.65E-05,,
30419,2.70E-05,,
30419.5,1.63E-05,,
30420,1.42E-05,,
30420.5,1.35E-05,,
30421,1.29E-05,,
30421.5,1.88E-05,,
30422,2.33E-05,,
30422.5,2.51E-05,,
30423,1.24E-05,,
30423.5,1.62E-05,,
30424,1.93E-05,,
30424.5,2.10E-05,,
30425,1.79E-05,,
30425.5,2.52E-05,,
30426,2.99E-05,,
30426.5,2.82E-05,,
30427,2.72E-05,,
30427.5,1.83E-05,,
30428,1.84E-05,,
30428.5,2.49E-05,,
30429,2.03E-05,,
30429.5,2.62E-05,,
30430,2.74E-05,,
30430.5,1.38E-05,,
30431,1.73E-05,,
30431.5,2.19E-05,,
30432,1.41E-05,,
30432.5,1.45E-05,,
30433,1.65E-05,,
30433.5,2.63E-05,,
30434,1.95E-05,,
30434.5,2.25E-05,,
30435,2.85E-05,,
30435.5,3.02E-05,,
30436,1.76E-05,,
30436.5,1.89E-05,,
30437,2.83E-05,,
30437.5,3.28E-05,,
30438,2.82E-05,,
30438.5,2.64E-05,,
30439,1.76E-05,,
30439.5,1.33E-05,,
30440,1.78E-05,,
30440.5,1.48E-05,,
30441,2.09E-05,,
30441.5,2.26E-05,,
30442,2.34E-05,,
30442.5,1.52E-05,,
30443,2.54E-05,,
30443.5,2.39E-05,,
30444,1.62E-05,,
30444.5,1.96E-05,,
30445,2.18E-05,,
30445.5,2.54E-05,,
30446,2.33E-05,,
30446.5,2.54E-05,,
30447,2.50E-05,,
30447.5,2.07E-05,,
30448,2.47E-05,,
30448.5,1.97E-05,,
30449,3.12E-05,,
30449.5,3.09E-05,,
30450,3.72E-05,,
30450.5,2.82E-05,,
30451,2.65E-05,,
30451.5,2.20E-05,,
30452,1.43E-05,,
30452.5,2.19E-05,,
30453,2.17E-05,,
30453.5,2.10E-05,,
30454,1.90E-05,,
30454.5,1.72E-05,,
30455,1.65E-05,,
30455.5,1.46E-05,,
30456,2.11E-05,,
30456.5,3.09E-05,,
30457,2.26E-05,,
30457.5,1.95E-05,,
30458,2.31E-05,,
30458.5,1.70E-05,,
30459,1.08E-05,,
30459.5,1.08E-05,,
30460,1.78E-05,,
30460.5,2.05E-05,,
30461,2.27E-05,,
30461.5,1.60E-05,,
30462,1.72E-05,,
30462.5,2.31E-05,,
30463,3.01E-05,,
30463.5,2.97E-05,,
30464,2.13E-05,,
30464.5,2.44E-05,,
30465,1.60E-05,,
30465.5,2.50E-05,,
30466,3.01E-05,,
30466.5,2.65E-05,,
30467,2.26E-05,,
30467.5,2.65E-05,,
30468,2.17E-05,,
30468.5,2.08E-05,,
30469,2.69E-05,,
30469.5,2.82E-05,,
30470,2.41E-05,,
30470.5,1.97E-05,,
30471,2.46E-05,,
30471.5,2.24E-05,,
30472,2.64E-05,,
30472.5,2.93E-05,,
30473,2.88E-05,,
30473.5,2.00E-05,,
30474,1.52E-05,,
30474.5,1.79E-05,,
30475,2.42E-05,,
30475.5,2.82E-05,,
30476,1.95E-05,,
30476.5,1.61E-05,,
30477,1.90E-05,,
30477.5,2.99E-05,,
30478,2.49E-05,,
30478.5,1.47E-05,,
30479,1.85E-05,,
30479.5,2.75E-05,,
30480,2.05E-05,,
30480.5,1.59E-05,,
30481,1.50E-05,,
30481.5,2.59E-05,,
30482,2.86E-05,,
30482.5,2.92E-05,,
30483,2.26E-05,,
30483.5,1.56E-05,,
30484,1.59E-05,,
30484.5,1.47E-05,,
30485,1.83E-05,,
30485.5,2.57E-05,,
30486,4.13E-05,,
30486.5,3.26E-05,,
30487,2.43E-05,,
30487.5,3.62E-05,,
30488,3.19E-05,,
30488.5,2.54E-05,,
30489,2.79E-05,,
30489.5,2.35E-05,,
30490,1.28E-05,,
30490.5,2.13E-05,,
30491,2.12E-05,,
30491.5,1.47E-05,,
30492,1.46E-05,,
30492.5,1.96E-05,,
30493,1.98E-05,,
30493.5,2.56E-05,,
30494,3.58E-05,,
30494.5,2.50E-05,,
30495,2.56E-05,,
30495.5,2.53E-05,,
30496,2.13E-05,,
30496.5,2.11E-05,,
30497,1.85E-05,,
30497.5,2.13E-05,,
30498,1.82E-05,,
30498.5,2.06E-05,,
30499,2.96E-05,,
30499.5,2.73E-05,,
30500,1.77E-05,,
30500.5,1.93E-05,,
30501,2.19E-05,,
30501.5,1.90E-05,,
30502,2.15E-05,,
30502.5,2.48E-05,,
30503,2.38E-05,,
30503.5,1.56E-05,,
30504,1.01E-05,,
30504.5,1.91E-05,,
30505,2.41E-05,,
30505.5,1.69E-05,,
30506,2.17E-05,,
30506.5,2.90E-05,,
30507,2.55E-05,,
30507.5,3.33E-05,,
30508,3.25E-05,,
30508.5,3.04E-05,,
30509,1.89E-05,,
30509.5,1.98E-05,,
30510,2.57E-05,,
30510.5,2.42E-05,,
30511,1.78E-05,,
30511.5,2.18E-05,,
30512,1.96E-05,,
30512.5,2.27E-05,,
30513,1.92E-05,,
30513.5,2.22E-05,,
30514,2.38E-05,,
30514.5,2.40E-05,,
30515,3.02E-05,,
30515.5,3.32E-05,,
30516,3.73E-05,,
30516.5,2.61E-05,,
30517,1.54E-05,,
30517.5,2.14E-05,,
30518,1.90E-05,,
30518.5,1.98E-05,,
30519,2.89E-05,,
30519.5,2.76E-05,,
30520,2.80E-05,,
30520.5,2.96E-05,,
30521,1.53E-05,,
30521.5,1.77E-05,,
30522,2.84E-05,,
30522.5,3.40E-05,,
30523,3.54E-05,,
30523.5,4.06E-05,,
30524,3.50E-05,,
30524.5,2.38E-05,,
30525,2.17E-05,,
30525.5,1.60E-05,,
30526,2.18E-05,,
30526.5,2.66E-05,,
30527,2.06E-05,,
30527.5,1.80E-05,,
30528,2.66E-05,,
30528.5,2.40E-05,,
30529,2.30E-05,,
30529.5,2.92E-05,,
30530,2.57E-05,,
30530.5,3.02E-05,,
30531,3.53E-05,,
30531.5,2.67E-05,,
30532,1.74E-05,,
30532.5,2.00E-05,,
30533,1.41E-05,,
30533.5,2.30E-05,,
30534,2.45E-05,,
30534.5,2.35E-05,,
30535,1.72E-05,,
30535.5,2.42E-05,,
30536,3.12E-05,,
30536.5,3.67E-05,,
30537,3.54E-05,,
30537.5,2.46E-05,,
30538,1.12E-05,,
30538.5,1.41E-05,,
30539,1.71E-05,,
30539.5,1.77E-05,,
30540,1.41E-05,,
30540.5,2.42E-05,,
30541,2.99E-05,,
30541.5,2.47E-05,,
30542,1.56E-05,,
30542.5,2.45E-05,,
30543,3.19E-05,,
30543.5,2.95E-05,,
30544,3.38E-05,,
30544.5,3.31E-05,,
30545,2.82E-05,,
30545.5,2.65E-05,,
30546,3.03E-05,,
30546.5,4.08E-05,,
30547,2.69E-05,,
30547.5,2.17E-05,,
30548,2.66E-05,,
30548.5,2.38E-05,,
30549,2.99E-05,,
30549.5,3.07E-05,,
30550,2.16E-05,,
30550.5,2.24E-05,,
30551,1.96E-05,,
30551.5,1.42E-05,,
30552,2.35E-05,,
30552.5,2.42E-05,,
30553,1.99E-05,,
30553.5,2.55E-05,,
30554,2.55E-05,,
30554.5,2.16E-05,,
30555,2.83E-05,,
30555.5,2.98E-05,,
30556,2.65E-05,,
30556.5,2.96E-05,,
30557,2.59E-05,,
30557.5,2.13E-05,,
30558,3.01E-05,,
30558.5,3.35E-05,,
30559,2.93E-05,,
30559.5,4.30E-05,,
30560,3.16E-05,,
30560.5,2.73E-05,,
30561,2.09E-05,,
30561.5,1.73E-05,,
30562,1.28E-05,,
30562.5,2.24E-05,,
30563,2.96E-05,,
30563.5,2.64E-05,,
30564,2.43E-05,,
30564.5,2.01E-05,,
30565,1.95E-05,,
30565.5,1.93E-05,,
30566,2.68E-05,,
30566.5,2.41E-05,,
30567,1.98E-05,,
30567.5,1.26E-05,,
30568,1.82E-05,,
30568.5,2.91E-05,,
30569,3.03E-05,,
30569.5,1.57E-05,,
30570,2.62E-05,,
30570.5,2.59E-05,,
30571,3.67E-05,,
30571.5,2.67E-05,,
30572,1.50E-05,,
30572.5,1.82E-05,,
30573,1.84E-05,,
30573.5,2.19E-05,,
30574,2.60E-05,,
30574.5,2.74E-05,,
30575,2.43E-05,,
30575.5,2.12E-05,,
30576,2.29E-05,,
30576.5,2.15E-05,,
30577,2.33E-05,,
30577.5,1.54E-05,,
30578,1.18E-05,,
30578.5,1.72E-05,,
30579,2.13E-05,,
30579.5,1.92E-05,,
30580,2.16E-05,,
30580.5,2.00E-05,,
30581,1.89E-05,,
30581.5,1.81E-05,,
30582,1.49E-05,,
30582.5,2.33E-05,,
30583,3.08E-05,,
30583.5,3.20E-05,,
30584,2.65E-05,,
30584.5,2.83E-05,,
30585,1.68E-05,,
30585.5,1.84E-05,,
30586,1.82E-05,,
30586.5,1.20E-05,,
30587,1.50E-05,,
30587.5,1.75E-05,,
30588,1.78E-05,,
30588.5,2.49E-05,,
30589,2.19E-05,,
30589.5,2.05E-05,,
30590,1.54E-05,,
30590.5,1.51E-05,,
30591,2.79E-05,,
30591.5,3.04E-05,,
30592,3.28E-05,,
30592.5,2.25E-05,,
30593,1.82E-05,,
30593.5,2.15E-05,,
30594,1.41E-05,,
30594.5,1.75E-05,,
30595,2.72E-05,,
30595.5,2.52E-05,,
30596,1.68E-05,,
30596.5,1.72E-05,,
30597,2.25E-05,,
30597.5,2.27E-05,,
30598,2.14E-05,,
30598.5,2.36E-05,,
30599,1.43E-05,,
30599.5,1.27E-05,,
30600,1.82E-05,,
30600.5,2.51E-05,,
30601,2.54E-05,,
30601.5,1.96E-05,,
30602,2.77E-05,,
30602.5,2.36E-05,,
30603,1.29E-05,,
30603.5,2.08E-05,,
30604,2.29E-05,,
30604.5,2.32E-05,,
30605,1.55E-05,,
30605.5,1.81E-05,,
30606,2.41E-05,,
30606.5,3.40E-05,,
30607,3.17E-05,,
30607.5,1.64E-05,,
30608,1.28E-05,,
30608.5,1.18E-05,,
30609,1.75E-05,,
30609.5,2.82E-05,,
30610,2.59E-05,,
30610.5,2.24E-05,,
30611,1.80E-05,,
30611.5,2.77E-05,,
30612,2.24E-05,,
30612.5,2.10E-05,,
30613,3.08E-05,,
30613.5,2.82E-05,,
30614,1.75E-05,,
30614.5,1.61E-05,,
30615,2.19E-05,,
30615.5,2.63E-05,,
30616,1.76E-05,,
30616.5,2.41E-05,,
30617,1.86E-05,,
30617.5,1.82E-05,,
30618,2.03E-05,,
30618.5,1.78E-05,,
30619,1.82E-05,,
30619.5,1.30E-05,,
30620,1.39E-05,,
30620.5,2.38E-05,,
30621,2.65E-05,,
30621.5,2.87E-05,,
30622,2.13E-05,,
30622.5,1.64E-05,,
30623,2.90E-05,,
30623.5,2.60E-05,,
30624,1.66E-05,,
30624.5,2.85E-05,,
30625,2.88E-05,,
30625.5,1.82E-05,,
30626,1.67E-05,,
30626.5,2.30E-05,,
30627,2.33E-05,,
30627.5,2.22E-05,,
30628,2.00E-05,,
30628.5,1.71E-05,,
30629,2.64E-05,,
30629.5,3.49E-05,,
30630,3.32E-05,,
30630.5,3.10E-05,,
30631,3.35E-05,,
30631.5,3.09E-05,,
30632,1.98E-05,,
30632.5,1.28E-05,,
30633,1.50E-05,,
30633.5,2.10E-05,,
30634,2.12E-05,,
30634.5,2.91E-05,,
30635,2.74E-05,,
30635.5,2.77E-05,,
30636,2.62E-05,,
30636.5,2.86E-05,,
30637,3.10E-05,,
30637.5,3.18E-05,,
30638,2.45E-05,,
30638.5,2.31E-05,,
30639,2.81E-05,,
30639.5,2.99E-05,,
30640,3.20E-05,,
30640.5,2.42E-05,,
30641,1.76E-05,,
30641.5,8.87E-06,,
30642,1.66E-05,,
30642.5,2.49E-05,,
30643,1.94E-05,,
30643.5,2.20E-05,,
30644,1.48E-05,,
30644.5,1.74E-05,,
30645,1.31E-05,,
30645.5,1.90E-05,,
30646,3.06E-05,,
30646.5,2.31E-05,,
30647,3.15E-05,,
30647.5,2.89E-05,,
30648,1.75E-05,,
30648.5,2.07E-05,,
30649,1.94E-05,,
30649.5,1.52E-05,,
30650,2.50E-05,,
30650.5,3.11E-05,,
30651,1.99E-05,,
30651.5,2.41E-05,,
30652,2.50E-05,,
30652.5,2.03E-05,,
30653,2.65E-05,,
30653.5,2.89E-05,,
30654,3.28E-05,,
30654.5,3.02E-05,,
30655,2.50E-05,,
30655.5,3.01E-05,,
30656,3.12E-05,,
30656.5,3.69E-05,,
30657,2.41E-05,,
30657.5,2.10E-05,,
30658,2.23E-05,,
30658.5,1.40E-05,,
30659,1.72E-05,,
30659.5,1.62E-05,,
30660,1.87E-05,,
30660.5,2.01E-05,,
30661,1.81E-05,,
30661.5,2.38E-05,,
30662,3.50E-05,,
30662.5,3.24E-05,,
30663,2.59E-05,,
30663.5,2.23E-05,,
30664,2.08E-05,,
30664.5,1.89E-05,,
30665,1.68E-05,,
30665.5,1.63E-05,,
30666,2.62E-05,,
30666.5,2.38E-05,,
30667,2.36E-05,,
30667.5,2.50E-05,,
30668,1.75E-05,,
30668.5,2.61E-05,,
30669,2.59E-05,,
30669.5,1.23E-05,,
30670,1.83E-05,,
30670.5,2.06E-05,,
30671,1.78E-05,,
30671.5,2.18E-05,,
30672,2.20E-05,,
30672.5,2.96E-05,,
30673,2.43E-05,,
30673.5,2.29E-05,,
30674,2.90E-05,,
30674.5,2.70E-05,,
30675,2.86E-05,,
30675.5,2.92E-05,,
30676,2.60E-05,,
30676.5,1.59E-05,,
30677,1.86E-05,,
30677.5,3.32E-05,,
30678,2.16E-05,,
30678.5,1.65E-05,,
30679,1.97E-05,,
30679.5,2.47E-05,,
30680,2.87E-05,,
30680.5,2.51E-05,,
30681,3.18E-05,,
30681.5,2.63E-05,,
30682,2.03E-05,,
30682.5,2.48E-05,,
30683,1.94E-05,,
30683.5,1.31E-05,,
30684,1.11E-05,,
30684.5,1.35E-05,,
30685,1.85E-05,,
30685.5,2.77E-05,,
30686,1.92E-05,,
30686.5,1.94E-05,,
30687,2.76E-05,,
30687.5,3.03E-05,,
30688,1.94E-05,,
30688.5,2.22E-05,,
30689,2.20E-05,,
30689.5,2.13E-05,,
30690,3.50E-05,,
30690.5,2.57E-05,,
30691,2.37E-05,,
30691.5,1.91E-05,,
30692,2.23E-05,,
30692.5,2.80E-05,,
30693,2.66E-05,,
30693.5,2.47E-05,,
30694,2.21E-05,,
30694.5,2.00E-05,,
30695,2.37E-05,,
30695.5,2.05E-05,,
30696,1.87E-05,,
30696.5,2.10E-05,,
30697,2.33E-05,,
30697.5,2.19E-05,,
30698,2.70E-05,,
30698.5,2.10E-05,,
30699,2.54E-05,,
30699.5,2.35E-05,,
30700,1.67E-05,,
30700.5,2.07E-05,,
30701,1.67E-05,,
30701.5,1.29E-05,,
30702,3.47E-05,,
30702.5,3.17E-05,,
30703,2.67E-05,,
30703.5,2.81E-05,,
30704,1.75E-05,,
30704.5,1.55E-05,,
30705,2.37E-05,,
30705.5,1.76E-05,,
30706,1.09E-05,,
30706.5,1.64E-05,,
30707,1.52E-05,,
30707.5,2.24E-05,,
30708,2.36E-05,,
30708.5,1.80E-05,,
30709,1.92E-05,,
30709.5,2.60E-05,,
30710,2.00E-05,,
30710.5,2.18E-05,,
30711,2.35E-05,,
30711.5,3.12E-05,,
30712,1.86E-05,,
30712.5,1.65E-05,,
30713,2.19E-05,,
30713.5,2.52E-05,,
30714,3.33E-05,,
30714.5,2.45E-05,,
30715,1.73E-05,,
30715.5,1.19E-05,,
30716,1.66E-05,,
30716.5,1.66E-05,,
30717,1.45E-05,,
30717.5,1.55E-05,,
30718,2.90E-05,,
30718.5,2.54E-05,,
30719,2.67E-05,,
30719.5,3.27E-05,,
30720,2.55E-05,,
30720.5,2.32E-05,,
30721,2.36E-05,,
30721.5,1.46E-05,,
30722,2.50E-05,,
30722.5,3.42E-05,,
30723,2.40E-05,,
30723.5,1.99E-05,,
30724,2.15E-05,,
30724.5,2.48E-05,,
30725,2.34E-05,,
30725.5,1.19E-05,,
30726,2.26E-05,,
30726.5,2.15E-05,,
30727,1.32E-05,,
30727.5,1.70E-05,,
30728,2.75E-05,,
30728.5,3.18E-05,,
30729,2.55E-05,,
30729.5,2.06E-05,,
30730,1.94E-05,,
30730.5,2.56E-05,,
30731,3.04E-05,,
30731.5,2.73E-05,,
30732,2.22E-05,,
30732.5,2.33E-05,,
30733,2.16E-05,,
30733.5,1.48E-05,,
30734,2.36E-05,,
30734.5,2.49E-05,,
30735,1.56E-05,,
30735.5,1.21E-05,,
30736,1.81E-05,,
30736.5,3.40E-05,,
30737,2.98E-05,,
30737.5,1.76E-05,,
30738,1.40E-05,,
30738.5,1.88E-05,,
30739,1.81E-05,,
30739.5,2.31E-05,,
30740,2.63E-05,,
30740.5,2.43E-05,,
30741,1.60E-05,,
30741.5,1.37E-05,,
30742,1.94E-05,,
30742.5,2.42E-05,,
30743,2.93E-05,,
30743.5,3.43E-05,,
30744,2.28E-05,,
30744.5,2.08E-05,,
30745,2.15E-05,,
30745.5,1.97E-05,,
30746,1.94E-05,,
30746.5,2.34E-05,,
30747,2.27E-05,,
30747.5,3.01E-05,,
30748,2.66E-05,,
30748.5,1.22E-05,,
30749,1.60E-05,,
30749.5,3.11E-05,,
30750,2.72E-05,,
30750.5,2.59E-05,,
30751,3.17E-05,,
30751.5,2.50E-05,,
30752,1.99E-05,,
30752.5,2.39E-05,,
30753,2.12E-05,,
30753.5,2.58E-05,,
30754,2.33E-05,,
30754.5,2.86E-05,,
30755,3.35E-05,,
30755.5,3.73E-05,,
30756,3.12E-05,,
30756.5,1.99E-05,,
30757,1.99E-05,,
30757.5,1.96E-05,,
30758,2.84E-05,,
30758.5,2.94E-05,,
30759,2.64E-05,,
30759.5,2.48E-05,,
30760,2.34E-05,,
30760.5,1.82E-05,,
30761,1.86E-05,,
30761.5,1.89E-05,,
30762,2.01E-05,,
30762.5,1.76E-05,,
30763,2.04E-05,,
30763.5,1.79E-05,,
30764,1.71E-05,,
30764.5,2.28E-05,,
30765,1.56E-05,,
30765.5,1.80E-05,,
30766,1.60E-05,,
30766.5,8.57E-06,,
30767,1.37E-05,,
30767.5,1.98E-05,,
30768,2.02E-05,,
30768.5,3.05E-05,,
30769,2.22E-05,,
30769.5,2.30E-05,,
30770,2.42E-05,,
30770.5,2.46E-05,,
30771,2.94E-05,,
30771.5,1.66E-05,,
30772,1.66E-05,,
30772.5,1.92E-05,,
30773,1.71E-05,,
30773.5,1.68E-05,,
30774,1.69E-05,,
30774.5,1.99E-05,,
30775,3.25E-05,,
30775.5,3.02E-05,,
30776,2.59E-05,,
30776.5,4.76E-05,,
30777,2.98E-05,,
30777.5,2.10E-05,,
30778,1.93E-05,,
30778.5,1.67E-05,,
30779,1.40E-05,,
30779.5,2.25E-05,,
30780,2.55E-05,,
30780.5,3.40E-05,,
30781,2.67E-05,,
30781.5,2.29E-05,,
30782,2.05E-05,,
30782.5,1.98E-05,,
30783,1.66E-05,,
30783.5,2.05E-05,,
30784,2.14E-05,,
30784.5,2.15E-05,,
30785,2.00E-05,,
30785.5,1.62E-05,,
30786,1.28E-05,,
30786.5,1.94E-05,,
30787,1.77E-05,,
30787.5,2.02E-05,,
30788,2.05E-05,,
30788.5,2.10E-05,,
30789,2.40E-05,,
30789.5,2.38E-05,,
30790,2.89E-05,,
30790.5,2.37E-05,,
30791,1.74E-05,,
30791.5,2.55E-05,,
30792,2.89E-05,,
30792.5,2.10E-05,,
30793,1.93E-05,,
30793.5,2.62E-05,,
30794,2.35E-05,,
30794.5,1.74E-05,,
30795,1.57E-05,,
30795.5,1.54E-05,,
30796,2.77E-05,,
30796.5,3.31E-05,,
30797,3.27E-05,,
30797.5,2.85E-05,,
30798,1.93E-05,,
30798.5,2.70E-05,,
30799,1.20E-05,,
30799.5,1.25E-05,,
30800,2.11E-05,,
30800.5,2.58E-05,,
30801,2.35E-05,,
30801.5,1.68E-05,,
30802,1.82E-05,,
30802.5,2.31E-05,,
30803,1.74E-05,,
30803.5,1.67E-05,,
30804,1.59E-05,,
30804.5,2.21E-05,,
30805,2.94E-05,,
30805.5,1.99E-05,,
30806,1.74E-05,,
30806.5,1.66E-05,,
30807,1.69E-05,,
30807.5,1.95E-05,,
30808,1.86E-05,,
30808.5,2.98E-05,,
30809,1.98E-05,,
30809.5,2.17E-05,,
30810,2.59E-05,,
30810.5,2.25E-05,,
30811,1.47E-05,,
30811.5,1.32E-05,,
30812,1.37E-05,,
30812.5,1.95E-05,,
30813,1.75E-05,,
30813.5,2.07E-05,,
30814,1.93E-05,,
30814.5,1.44E-05,,
30815,1.87E-05,,
30815.5,2.96E-05,,
30816,2.81E-05,,
30816.5,3.09E-05,,
30817,2.00E-05,,
